name,byline,avatar,twitter,biography
Wayne Graham,University of Virginia,http://foo.com/,@wayne_graham,"Wayne Graham studied history at the College of William and Mary and now heads the R&D Team at the Scholars' Lab. He's written a couple books on software development and research interests in computer graphics, 3D modeling, augmented reality, architectural history, quantitative and digital methodology, as well as frontier studies."
